LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,MoSold,Neighborhood,HouseStyle,GarageType,ExterCond,SalePrice
5443,1,1,1955,1998,1498.0,4060,3,0,2,2,11,0,0,228.0,400,2015,3,Sunnyvale,1.5Story,BuiltIn,Fair,501800
15913,4,6,2013,2019,2418.0,2418,2,1,3,2,5,1,1,719.0,0,2018,9,Old Town,1.5Story,None,Excellent,424300
5125,6,6,1999,2010,1400.0,3929,3,1,1,1,3,0,3,559.0,200,2015,9,Suburbia,1.5Story,Attached,Average,565100
18114,1,8,1971,2015,1746.0,3512,2,0,1,1,3,1,1,771.0,400,2016,12,Hillcrest,2Story,Attached,Excellent,523000
15946,8,4,1981,1952,2144.0,1776,1,0,2,1,11,0,0,612.0,0,2018,8,Northgate,1.5Story,BuiltIn,Excellent,384600
4636,5,2,2011,1954,2135.0,1369,1,0,5,1,6,2,0,177.0,0,2021,2,Oakwood,1.5Story,Detached,Excellent,356700
7432,3,8,2000,2008,524.0,1935,1,1,2,2,3,2,0,869.0,0,2015,11,Hillcrest,2Story,BuiltIn,Fair,301700
14005,10,7,2007,2016,1051.0,2541,2,0,1,2,11,2,1,117.0,400,2023,12,Greenfield,SplitLevel,None,Excellent,463400
7662,9,7,2001,1959,167.0,958,2,1,5,2,3,0,2,725.0,0,2019,10,Sunnyvale,1.5Story,None,Excellent,285000
7212,5,2,1983,2016,2329.0,3629,2,0,3,1,5,1,0,866.0,0,2015,11,Downtown,1Story,None,Average,559600
10184,8,10,2002,2015,2032.0,3322,3,0,3,1,3,2,2,99.0,200,2016,5,Riverside,1Story,None,Excellent,606200
14637,6,10,1956,1968,1085.0,3019,3,1,5,2,9,0,0,462.0,0,2021,9,Sunnyvale,1Story,Attached,Fair,455700
3552,8,3,2017,1959,181.0,1089,1,1,4,2,5,0,2,84.0,0,2015,11,Suburbia,2Story,None,Average,244200
11927,1,5,2007,2010,2062.0,1636,1,0,1,1,7,1,2,228.0,0,2022,9,Northgate,2Story,Detached,Poor,304200
11783,1,8,1959,2009,2050.0,2396,2,1,5,2,8,2,0,255.0,0,2021,11,Greenfield,2Story,None,Poor,343300
5479,9,2,2018,1986,2005.0,3969,2,1,3,2,9,0,3,623.0,0,2020,12,Oakwood,2Story,Detached,Good,623500
17484,7,5,1996,2018,20.0,1514,3,1,4,1,3,0,2,21.0,0,2023,10,Lakeside,2Story,None,Fair,340500
18710,7,1,1962,1963,1913.0,3822,1,1,1,2,3,1,0,,400,2019,1,Lakeside,1.5Story,Attached,Excellent,614800
18338,2,2,2019,1957,1925.0,1165,1,1,3,1,7,2,2,856.0,200,2022,1,Suburbia,1.5Story,Attached,Good,298600
5738,2,1,1980,2005,783.0,1435,1,0,3,1,11,0,2,295.0,0,2016,3,Oakwood,1.5Story,Attached,Excellent,285300
19646,7,3,2008,2022,1676.0,1103,3,0,2,1,5,2,2,585.0,200,2022,9,Old Town,1.5Story,BuiltIn,Good,321500
9371,7,8,2018,1980,2243.0,4257,3,0,3,2,7,2,1,887.0,400,2016,4,Hillcrest,1Story,BuiltIn,Excellent,691400
4524,6,10,2006,1975,1324.0,3162,3,0,1,2,11,2,2,560.0,200,2018,10,Sunnyvale,1Story,Attached,Fair,511900
5433,1,3,1964,1965,703.0,2591,2,0,1,1,3,2,3,756.0,400,2017,5,Greenfield,SplitLevel,None,Average,378200
12076,2,5,1988,2020,1623.0,3503,2,1,1,1,4,0,3,328.0,0,2020,8,Hillcrest,1Story,None,Fair,499200
7599,4,7,1980,1967,,1406,2,1,4,2,7,1,0,489.0,200,2018,4,Sunnyvale,1Story,None,Good,278800
5911,2,6,2004,2013,1332.0,4490,1,1,1,1,6,0,1,489.0,200,2022,9,Lakeside,1.5Story,BuiltIn,Good,605500
5196,1,4,1968,2014,252.0,1755,2,1,3,2,5,2,3,263.0,0,2023,3,Sunnyvale,1Story,BuiltIn,Excellent,305800
19542,9,2,1986,1959,825.0,792,3,0,4,2,10,1,0,520.0,400,2019,7,Suburbia,SplitLevel,Attached,Average,247600
4016,4,7,1998,1965,,2557,2,1,2,1,4,1,3,571.0,0,2019,5,Greenfield,1.5Story,Detached,Excellent,378900
15607,1,9,1952,2021,1549.0,2943,3,1,1,2,9,1,2,326.0,0,2016,10,Northgate,1Story,None,Average,404500
9767,3,3,1998,1996,787.0,1969,2,0,4,2,7,2,1,501.0,400,2017,11,Northgate,SplitLevel,Detached,Good,326000
15473,10,6,2009,2019,151.0,1965,3,1,5,2,10,0,1,742.0,0,2017,12,Old Town,2Story,Detached,Excellent,396100
16946,6,10,1965,1990,1141.0,3440,2,1,4,1,3,0,3,811.0,200,2018,7,Greenfield,1.5Story,BuiltIn,Excellent,545300
4062,10,5,2018,1952,2311.0,1917,2,0,4,1,4,1,0,3.0,400,2017,8,Northgate,1.5Story,None,Poor,422100
7777,7,8,1964,1964,1126.0,2815,3,0,3,1,11,0,3,9.0,0,2015,7,Downtown,1Story,Detached,Excellent,507100
7346,6,5,2008,1952,843.0,3751,2,0,2,2,5,1,1,684.0,0,2022,4,Hillcrest,SplitLevel,BuiltIn,Fair,523400
3671,6,7,2011,1970,2487.0,3486,1,1,3,2,8,2,1,195.0,0,2015,4,Old Town,1Story,Detached,Excellent,590000
12662,1,6,1955,1980,600.0,2638,3,0,4,1,6,2,0,661.0,0,2023,6,Sunnyvale,SplitLevel,Attached,Poor,332800
11924,10,6,1968,1999,264.0,1396,2,0,5,2,5,2,1,578.0,200,2015,11,Lakeside,SplitLevel,Attached,Fair,366700
9960,2,2,2003,1960,2125.0,1752,3,0,1,1,7,0,0,398.0,0,2023,1,Old Town,1Story,Attached,Fair,297700
8892,3,8,1993,1979,981.0,1816,1,1,5,2,10,1,0,171.0,400,2020,2,Lakeside,SplitLevel,None,Fair,356600
15651,2,3,2003,1993,776.0,1584,3,0,3,2,4,1,3,293.0,400,2023,10,Downtown,1Story,BuiltIn,Good,365100
16221,5,8,1951,1999,2228.0,3831,3,1,5,2,8,0,0,676.0,200,2021,11,Riverside,SplitLevel,Detached,Poor,556200
6072,10,10,2004,1985,2153.0,2947,2,0,5,1,5,0,2,243.0,0,2015,8,Lakeside,1.5Story,None,Excellent,600700
13535,10,6,1991,2010,1440.0,1115,3,0,1,1,8,0,1,523.0,0,2023,12,Sunnyvale,1.5Story,Attached,Fair,337100
11038,8,7,1997,2004,309.0,742,1,0,2,1,8,0,0,25.0,200,2019,8,Greenfield,2Story,Attached,Excellent,231700
3569,1,4,1963,2022,2068.0,953,1,1,5,2,4,2,3,375.0,200,2018,2,Oakwood,SplitLevel,None,Excellent,256100
10340,4,10,2022,2008,1231.0,2803,1,1,5,1,4,0,1,815.0,200,2021,4,Downtown,SplitLevel,Attached,Excellent,488000
13055,4,1,1960,1984,2372.0,4387,1,0,2,1,3,2,3,287.0,0,2020,3,Greenfield,1Story,BuiltIn,Average,579300
19100,8,10,1980,2002,1668.0,1377,3,1,1,1,3,0,0,287.0,0,2016,2,Suburbia,SplitLevel,Attached,Fair,319900
9430,6,2,2013,1959,1465.0,2999,2,1,2,2,3,0,1,440.0,200,2015,3,Old Town,SplitLevel,BuiltIn,Fair,449500
7780,2,4,1964,2017,2446.0,4449,3,0,3,1,5,1,1,40.0,0,2020,12,Downtown,SplitLevel,BuiltIn,Excellent,645900
18934,4,6,2016,1975,1553.0,2570,2,0,5,2,7,1,2,746.0,400,2020,5,Northgate,1Story,Attached,Fair,416500
7737,4,6,1992,1968,1013.0,4328,2,1,3,1,10,1,1,547.0,200,2020,1,Downtown,1Story,BuiltIn,Excellent,648400
8016,5,7,1955,1966,1068.0,3502,3,1,4,2,3,1,0,,200,2020,9,Sunnyvale,2Story,Detached,Fair,531700
10813,5,7,1977,1955,2461.0,2995,3,1,5,1,5,2,1,346.0,0,2015,2,Downtown,2Story,None,Average,530400
6600,3,1,1954,1978,70.0,1393,2,0,1,2,5,2,2,447.0,200,2016,5,Northgate,2Story,Detached,Average,218400
19661,3,10,1983,1966,1096.0,4130,2,1,2,1,5,2,3,471.0,400,2016,1,Riverside,1Story,Attached,Good,602000
12951,8,10,1970,1972,1857.0,1866,2,1,1,2,3,1,3,137.0,0,2023,2,Riverside,1.5Story,BuiltIn,Fair,411600
11512,9,10,2013,1992,1646.0,1375,3,1,1,1,4,2,3,269.0,0,2018,11,Oakwood,SplitLevel,Detached,Excellent,435600
15312,7,6,1978,1985,2228.0,1896,3,1,4,2,6,2,2,773.0,0,2018,3,Sunnyvale,2Story,BuiltIn,Excellent,441600
18156,4,3,1993,1972,,3615,1,0,2,2,9,2,1,838.0,0,2015,4,Oakwood,SplitLevel,None,Fair,431100
3539,2,8,1960,1991,1723.0,1316,1,0,4,1,3,1,2,339.0,0,2019,6,Lakeside,1.5Story,Attached,Average,329000
5599,7,1,1974,1997,2336.0,2045,1,1,5,2,4,0,2,202.0,0,2022,4,Riverside,1Story,BuiltIn,Excellent,418300
19729,6,6,1987,2004,217.0,4320,3,1,4,1,9,1,0,557.0,0,2019,4,Lakeside,1.5Story,BuiltIn,Fair,581500
4998,6,5,1992,1963,2105.0,1125,3,1,5,2,4,0,0,285.0,0,2021,4,Old Town,1Story,BuiltIn,Good,323500
12435,9,10,1971,1951,782.0,3329,3,1,3,1,6,0,1,398.0,0,2019,4,Hillcrest,1.5Story,BuiltIn,Poor,508200
17472,6,1,1997,1993,833.0,3918,3,1,1,2,3,1,0,746.0,0,2017,2,Greenfield,1Story,Detached,Poor,490500
13160,1,1,1984,2019,665.0,2408,3,1,4,2,9,0,3,890.0,0,2019,11,Suburbia,SplitLevel,None,Fair,315400
12903,7,9,1979,1987,,3786,1,0,5,2,8,0,3,283.0,400,2019,1,Lakeside,1.5Story,Attached,Fair,579300
15183,8,9,1994,2007,2093.0,2084,1,1,3,1,3,0,2,442.0,0,2022,6,Suburbia,2Story,None,Excellent,423900
18883,6,5,2002,1984,627.0,2301,3,0,2,2,6,0,0,881.0,200,2018,1,Northgate,2Story,Attached,Good,376800
16621,8,10,2022,1958,1598.0,1226,3,1,1,2,3,2,0,247.0,0,2022,12,Riverside,1.5Story,Detached,Excellent,382100
19063,7,5,1969,1980,1356.0,3352,3,1,1,2,7,1,0,274.0,0,2022,11,Greenfield,SplitLevel,Detached,Average,486400
10218,6,5,1995,1999,315.0,1696,1,0,3,2,8,1,3,492.0,200,2018,8,Sunnyvale,SplitLevel,None,Average,327100
6818,7,4,1962,1990,2426.0,2684,2,0,1,2,10,2,3,316.0,0,2018,12,Old Town,2Story,Attached,Average,484300
9374,2,5,2015,1958,2317.0,3962,1,0,2,1,6,0,3,495.0,400,2020,10,Lakeside,2Story,BuiltIn,Poor,603200
13258,5,6,1984,1968,1022.0,3073,2,0,4,2,7,0,2,862.0,0,2020,1,Downtown,SplitLevel,Detached,Excellent,506500
15275,6,8,1965,1952,2228.0,3497,2,1,3,1,10,2,1,823.0,400,2023,4,Suburbia,1.5Story,None,Average,567200
5219,5,7,1951,2013,567.0,4136,3,0,4,2,3,2,0,723.0,0,2023,2,Lakeside,SplitLevel,None,Fair,568100
18534,7,6,1987,1971,1940.0,3875,2,0,5,1,8,2,0,288.0,400,2016,10,Riverside,SplitLevel,None,Fair,601800
5336,10,6,1988,2021,271.0,3215,3,1,2,2,7,2,1,70.0,0,2023,4,Riverside,1.5Story,Attached,Good,504800
15289,5,9,1952,1970,793.0,1423,2,1,1,1,8,0,3,13.0,0,2018,7,Hillcrest,SplitLevel,BuiltIn,Good,340700
11577,9,2,1968,2009,114.0,1048,3,1,2,2,11,0,1,150.0,0,2017,8,Hillcrest,2Story,BuiltIn,Good,289600
4481,4,7,1967,2017,1583.0,3971,1,1,1,1,5,0,1,421.0,0,2019,7,Riverside,SplitLevel,None,Average,529400
19609,2,6,1950,2006,2350.0,4443,1,1,4,2,9,0,1,823.0,200,2023,9,Riverside,1Story,Detached,Poor,575200
18997,4,10,1960,1975,1459.0,631,3,0,5,1,6,0,3,522.0,0,2017,12,Downtown,SplitLevel,None,Excellent,290700
11601,1,5,2022,1968,633.0,661,1,0,4,2,4,2,3,799.0,0,2019,2,Northgate,2Story,None,Excellent,200700
17056,3,5,1998,2017,2262.0,4288,3,0,5,1,9,1,3,70.0,0,2018,11,Old Town,2Story,None,Fair,604500
6748,6,1,2010,1999,1647.0,3458,2,0,2,1,5,0,3,54.0,0,2019,12,Oakwood,1.5Story,None,Excellent,508600
17397,10,6,1951,1981,1286.0,2269,2,1,3,2,8,1,2,363.0,0,2023,1,Sunnyvale,1Story,Detached,Excellent,457000
14260,7,3,1978,1962,1681.0,2033,1,1,4,2,8,1,2,611.0,0,2015,12,Suburbia,2Story,None,Good,387900
14641,4,4,1955,2018,698.0,2300,3,0,3,2,11,2,0,356.0,200,2019,12,Greenfield,1Story,Detached,Fair,329500
4828,7,2,2017,2006,1945.0,2077,1,1,3,1,3,1,0,32.0,400,2017,7,Suburbia,2Story,None,Good,399100
15500,3,2,1979,2013,1494.0,1200,1,1,5,1,10,0,3,882.0,400,2017,8,Downtown,SplitLevel,Detached,Good,331500
12323,7,7,1985,1957,1707.0,1098,3,1,2,2,9,0,3,811.0,400,2021,3,Suburbia,1.5Story,Attached,Poor,334100
17688,3,1,2020,1975,1345.0,630,2,1,5,2,3,0,0,756.0,200,2023,3,Greenfield,2Story,None,Good,222200
9966,9,1,1962,1980,462.0,3621,3,1,3,2,9,1,0,22.0,0,2017,9,Northgate,2Story,Detached,Fair,491300
3784,4,1,1987,1994,281.0,2147,1,1,4,1,7,2,3,127.0,0,2023,7,Sunnyvale,2Story,Detached,Good,342200
19524,9,3,1975,2016,2316.0,2906,1,0,5,1,11,2,0,527.0,0,2021,11,Riverside,1.5Story,Attached,Poor,483900
6419,1,9,2001,1981,1718.0,1297,2,0,1,2,6,0,1,174.0,400,2015,12,Lakeside,1Story,None,Poor,316500
16446,7,10,1966,1993,2.0,4030,2,1,3,2,8,0,2,149.0,200,2022,1,Lakeside,2Story,BuiltIn,Excellent,581400
17422,3,6,1987,1958,2316.0,2693,2,0,5,2,10,0,2,345.0,200,2021,1,Sunnyvale,1Story,BuiltIn,Good,441400
6291,10,3,1961,1966,333.0,607,3,1,5,1,3,1,2,,0,2016,10,Greenfield,2Story,BuiltIn,Fair,201800
16025,1,7,1971,1972,1814.0,752,2,1,2,2,10,2,1,70.0,0,2021,8,Old Town,2Story,,Excellent,208200
15175,6,1,1980,2014,443.0,1952,3,0,3,2,9,0,2,859.0,0,2022,1,Old Town,1Story,,Poor,286300
9542,7,4,1951,2016,589.0,989,1,0,4,1,10,2,0,173.0,0,2018,3,Downtown,1Story,BuiltIn,Poor,248200
8622,7,6,2006,1968,133.0,1605,3,1,2,1,6,0,0,788.0,0,2015,1,Hillcrest,1.5Story,BuiltIn,Good,312300
8791,9,7,1995,2006,1803.0,3740,2,0,1,2,6,2,2,839.0,0,2021,12,Riverside,1Story,BuiltIn,Poor,579000
10147,5,2,2021,2008,367.0,3428,1,0,1,1,3,2,3,31.0,0,2019,1,Greenfield,1Story,BuiltIn,Fair,443600
18251,3,7,1998,1988,,1605,1,0,2,1,6,0,1,51.0,0,2016,6,Suburbia,1Story,None,Fair,286800
13457,2,6,1961,1976,2299.0,1897,1,0,4,2,6,0,2,765.0,0,2016,10,Greenfield,2Story,Detached,Poor,294000
19633,10,2,1955,2017,1050.0,3090,1,0,5,1,11,0,3,292.0,200,2015,1,Lakeside,SplitLevel,None,Excellent,550200
19653,2,6,2000,1982,1614.0,3881,3,1,3,2,7,1,1,844.0,0,2023,9,Old Town,1Story,Attached,Poor,505000
7799,4,10,1976,1962,506.0,1510,2,1,3,2,3,1,0,392.0,400,2017,6,Sunnyvale,1.5Story,None,Average,304600
18646,2,3,1988,1989,15.0,1846,1,1,5,1,9,0,1,356.0,0,2020,6,Downtown,1Story,None,Fair,285600
13396,6,5,2022,2010,1026.0,3617,1,0,4,2,4,0,0,739.0,0,2018,4,Downtown,1.5Story,BuiltIn,Good,524800
18328,6,4,1981,2005,2341.0,2062,3,1,4,2,9,1,2,355.0,0,2023,7,Greenfield,1Story,Attached,Excellent,433300
3846,10,8,1994,2005,359.0,2887,3,0,1,2,7,2,3,655.0,0,2021,5,Northgate,1.5Story,,Excellent,485300
18398,10,2,1968,1956,1000.0,3051,2,0,4,2,5,1,2,338.0,200,2019,10,Greenfield,2Story,Attached,Poor,454200
18422,9,8,1985,2006,1481.0,671,2,1,5,1,6,0,3,838.0,0,2023,3,Downtown,2Story,Attached,Excellent,368900
9981,2,1,1950,1982,1438.0,3942,3,1,3,2,7,2,0,21.0,200,2022,12,Lakeside,1.5Story,BuiltIn,Fair,541200
4678,10,7,2018,1962,1245.0,1087,2,1,2,2,11,2,0,315.0,0,2020,10,Lakeside,1.5Story,Attached,Poor,319500
13267,7,4,2007,1987,2444.0,3699,3,0,3,1,10,2,1,585.0,0,2018,9,Lakeside,2Story,None,Excellent,641900
16760,10,5,2003,1996,271.0,4201,1,1,3,2,11,0,2,425.0,0,2018,12,Lakeside,1Story,None,Excellent,619900
19977,4,5,1968,1972,1263.0,811,1,1,5,2,10,2,0,208.0,0,2021,9,Old Town,1.5Story,Attached,Fair,205900
11007,7,2,2002,1994,824.0,2338,3,1,2,1,10,0,2,297.0,0,2015,9,Sunnyvale,1Story,Attached,Good,405000
4542,5,2,1960,2014,1161.0,1486,2,1,4,1,4,0,0,173.0,0,2018,10,Lakeside,1Story,None,Good,351700
8895,6,4,1960,1953,81.0,2861,1,1,4,1,6,1,1,419.0,0,2020,6,Old Town,1Story,BuiltIn,Good,384000
17948,1,2,1979,1958,404.0,1485,2,0,3,1,7,1,1,271.0,0,2016,11,Sunnyvale,1Story,Attached,Average,236500
4389,1,5,1977,1981,1013.0,3395,3,1,1,1,11,1,0,,400,2020,2,Northgate,2Story,Detached,Average,465000
9406,6,2,2015,2014,1245.0,1468,3,1,4,2,6,2,2,114.0,0,2020,8,Sunnyvale,2Story,Attached,Poor,291300
9722,2,10,2015,1981,2004.0,2309,2,1,4,1,4,2,0,131.0,0,2023,3,Oakwood,2Story,BuiltIn,Excellent,430200
18552,10,3,1986,2003,1824.0,1130,3,1,2,1,6,1,2,635.0,0,2020,5,Oakwood,1.5Story,Attached,Poor,322500
10574,8,10,1983,2000,231.0,4414,1,0,2,1,8,2,1,12.0,400,2023,11,Hillcrest,SplitLevel,BuiltIn,Poor,621300
11208,10,5,1998,2001,375.0,1785,1,0,1,2,11,1,0,275.0,0,2021,8,Riverside,1Story,Attached,Average,338500
4826,4,6,2008,1956,1844.0,1011,3,1,4,1,6,0,2,767.0,0,2022,11,Suburbia,SplitLevel,Attached,Poor,269800
15880,1,9,2016,1962,2063.0,1278,2,0,2,1,10,2,2,117.0,400,2022,2,Lakeside,SplitLevel,BuiltIn,Average,373800
16547,1,8,1986,1996,1816.0,2981,1,0,1,2,6,1,2,131.0,0,2016,2,Suburbia,1Story,None,Average,440400
4279,6,6,1981,1981,1203.0,3911,2,1,1,1,4,0,1,809.0,0,2018,7,Hillcrest,1Story,BuiltIn,Average,574000
8299,6,10,1986,1994,1846.0,1449,2,1,4,1,10,0,2,128.0,400,2020,3,Lakeside,2Story,None,Fair,401500
6998,5,8,1975,1962,961.0,3866,1,0,2,2,9,2,3,265.0,200,2018,9,Northgate,2Story,BuiltIn,Average,510900
18740,2,1,2017,1980,2124.0,4496,3,1,2,2,4,0,3,717.0,0,2022,12,Lakeside,1Story,BuiltIn,Good,683100
9265,5,4,2002,1964,2280.0,2120,1,0,5,2,4,1,2,507.0,0,2019,6,Sunnyvale,1Story,BuiltIn,Poor,400800
17916,6,2,1959,1964,2248.0,4261,3,0,4,2,9,0,2,836.0,400,2023,12,Riverside,1Story,Attached,Poor,616200
10992,2,10,1965,1996,1558.0,1082,2,1,4,2,3,0,3,18.0,400,2020,2,Old Town,1.5Story,Attached,Average,295800
9396,4,4,1959,1952,1447.0,2680,2,1,1,1,6,1,2,356.0,0,2022,10,Hillcrest,1.5Story,None,Average,445600
4742,1,4,1993,1986,,3942,2,1,5,1,3,2,2,76.0,400,2020,11,Old Town,1Story,Attached,Average,480800
4306,2,8,2018,1970,761.0,605,1,0,5,2,11,1,1,830.0,400,2023,11,Old Town,1.5Story,Attached,Fair,188100
15910,4,10,1958,1961,823.0,2896,1,1,3,2,7,0,2,479.0,0,2020,4,Hillcrest,SplitLevel,Detached,Good,439600
16395,6,1,1973,1960,1886.0,1647,2,0,4,1,6,1,0,269.0,200,2017,10,Greenfield,2Story,None,Average,327800
19921,10,5,1954,2017,103.0,4257,1,1,5,1,8,1,3,341.0,0,2016,7,Downtown,1.5Story,Attached,Average,584800
9731,8,7,2000,1964,1885.0,3692,1,1,5,2,4,2,1,832.0,0,2018,10,Northgate,1Story,Attached,Poor,521700
14473,8,9,1967,1999,1204.0,3504,2,1,2,1,5,1,3,198.0,200,2017,6,Northgate,1.5Story,Detached,Average,534200
15236,3,6,1960,1971,1508.0,1374,1,0,5,1,9,2,1,269.0,0,2023,9,Downtown,SplitLevel,Detached,Average,309700
4560,8,4,2009,1960,392.0,3494,1,0,4,1,9,2,0,593.0,200,2020,12,Oakwood,1Story,,Excellent,530000
5461,10,5,1950,1977,1524.0,2286,3,1,4,2,10,0,2,762.0,400,2022,8,Oakwood,SplitLevel,,Good,471900
14870,10,4,1980,1964,805.0,2184,1,0,1,1,5,1,3,86.0,200,2016,3,Sunnyvale,SplitLevel,Detached,Excellent,450900
15208,9,5,1968,1989,851.0,609,3,1,3,1,3,0,0,278.0,0,2018,10,Riverside,1.5Story,None,Fair,239500
19371,2,1,1966,2014,1919.0,1442,3,1,2,1,10,1,2,29.0,0,2023,8,Suburbia,1Story,Attached,Excellent,310700
5049,6,8,1951,1959,,2670,1,0,1,2,8,1,0,606.0,400,2018,2,Northgate,2Story,None,Good,401800
11787,8,10,1962,1952,111.0,626,1,1,4,2,3,1,3,314.0,0,2017,2,Hillcrest,2Story,,Poor,214500
7757,7,9,1997,2003,2295.0,791,1,0,4,1,6,1,1,861.0,0,2016,11,Riverside,1.5Story,BuiltIn,Good,309400
9764,3,8,1973,1961,594.0,2200,1,1,3,1,11,2,1,381.0,200,2015,3,Riverside,SplitLevel,None,Excellent,371700
9938,7,9,1977,2022,2109.0,3832,2,1,3,1,3,0,2,265.0,0,2018,1,Sunnyvale,SplitLevel,None,Good,634100
12130,1,1,2005,1988,1318.0,2374,3,1,1,1,5,2,2,156.0,0,2021,2,Riverside,1Story,Detached,Excellent,387000
11808,4,7,1960,1962,1092.0,3734,3,0,3,1,9,1,2,634.0,0,2020,10,Old Town,1.5Story,Detached,Poor,460200
3968,1,2,1959,2012,1663.0,1097,2,1,3,2,8,2,2,570.0,0,2021,11,Northgate,1Story,None,Good,239100
17109,6,5,1987,2002,289.0,2858,3,1,4,1,3,0,0,868.0,200,2021,5,Sunnyvale,SplitLevel,None,Average,424200
3013,6,1,1957,1977,2153.0,3321,2,0,1,1,11,1,0,271.0,200,2016,10,Greenfield,SplitLevel,Attached,Excellent,494100
6178,2,4,2005,1981,1055.0,3230,2,1,4,1,3,2,3,486.0,400,2015,3,Old Town,1Story,BuiltIn,Average,479400
17996,7,2,1985,1987,1126.0,3430,1,0,2,1,3,0,2,,0,2023,7,Greenfield,1Story,Attached,Fair,461000
12348,5,6,1975,1999,1729.0,3561,2,1,2,1,6,2,0,253.0,200,2020,12,Oakwood,SplitLevel,Attached,Poor,501800
15666,5,8,2017,1964,2456.0,667,1,0,2,2,6,2,3,325.0,0,2019,8,Sunnyvale,1Story,Detached,Fair,297100
12852,6,10,2007,1961,161.0,646,1,0,3,1,7,0,1,116.0,0,2023,8,Hillcrest,1Story,Attached,Fair,230300
12650,8,6,1982,2020,2212.0,1035,3,1,4,1,9,1,0,680.0,200,2016,3,Hillcrest,SplitLevel,BuiltIn,Fair,363600
3541,8,7,2011,2015,717.0,1932,1,1,3,1,10,2,1,789.0,0,2022,10,Downtown,1Story,BuiltIn,Fair,383000
17788,8,9,1960,2008,360.0,4341,2,1,2,1,8,0,0,578.0,0,2015,7,Oakwood,2Story,Detached,Excellent,590300
19907,10,2,2005,2018,1141.0,2129,3,1,2,2,9,2,3,158.0,0,2022,3,Riverside,2Story,Attached,Poor,417800
10993,6,9,2000,1955,2307.0,2338,2,1,3,1,6,0,2,340.0,0,2022,3,Oakwood,SplitLevel,Attached,Average,438300
4283,8,9,2022,1971,791.0,2079,2,1,4,2,3,2,2,97.0,400,2018,4,Northgate,1.5Story,None,Average,404100
14280,10,9,2014,1970,1075.0,3684,1,0,4,2,8,1,2,125.0,0,2022,12,Sunnyvale,SplitLevel,BuiltIn,Good,568800
10564,8,6,1978,2017,1187.0,4182,3,1,1,2,6,2,1,444.0,200,2022,11,Downtown,2Story,None,Average,624700
13724,6,2,1998,1978,651.0,4121,3,0,2,2,8,2,1,276.0,0,2022,11,Old Town,2Story,Attached,Average,545400
11189,2,2,2015,2005,2357.0,1976,2,1,3,2,8,1,2,301.0,200,2023,6,Lakeside,1Story,BuiltIn,Average,442700
12600,6,9,1993,1982,1516.0,1728,3,1,4,2,11,2,2,,0,2022,7,Hillcrest,SplitLevel,Detached,Excellent,403000
5632,3,7,1953,2000,896.0,1771,3,1,2,1,3,0,2,551.0,0,2020,3,Suburbia,2Story,None,Fair,260500
16645,5,1,1982,2007,311.0,1629,2,0,3,2,10,2,2,269.0,200,2018,1,Hillcrest,SplitLevel,None,Excellent,321400
3806,3,3,1967,1964,1309.0,2788,3,0,3,1,3,2,2,332.0,200,2022,9,Hillcrest,1.5Story,Detached,Good,447300
13222,8,9,1984,1973,846.0,2907,1,1,5,2,7,2,1,266.0,0,2021,5,Suburbia,SplitLevel,BuiltIn,Good,462400
14645,9,7,1955,2012,1943.0,1129,3,0,3,1,3,2,2,208.0,0,2019,11,Old Town,SplitLevel,Detached,Excellent,360700
3419,6,5,1958,1973,1499.0,2272,2,1,1,1,11,1,0,194.0,400,2021,7,Oakwood,2Story,None,Fair,394500
8475,8,5,1952,1959,1155.0,4474,1,0,2,1,9,2,0,407.0,200,2016,7,Oakwood,SplitLevel,Attached,Fair,559600
13060,1,1,2014,1950,1622.0,2193,1,0,1,2,6,1,0,761.0,0,2017,12,Oakwood,SplitLevel,Detached,Good,353900
4252,8,10,1973,1972,1252.0,2564,3,1,3,2,9,1,0,589.0,0,2021,1,Old Town,1Story,None,Average,404400
4625,1,10,2019,2016,1891.0,3915,3,1,1,2,5,0,1,719.0,400,2015,3,Greenfield,2Story,Attached,Good,556300
10154,10,3,1982,1985,1725.0,3250,1,0,3,2,7,2,3,586.0,0,2015,5,Old Town,1.5Story,Detached,Good,541600
3117,2,6,1957,1966,278.0,2765,2,1,1,2,4,2,2,574.0,0,2020,11,Lakeside,1Story,BuiltIn,Average,430200
5190,4,5,2020,1958,1079.0,1912,3,0,5,2,10,2,2,552.0,400,2016,10,Lakeside,1.5Story,None,Good,425200
17871,10,2,1959,2009,746.0,2645,3,0,1,2,7,1,1,341.0,400,2023,9,Old Town,1Story,Attached,Fair,408400
17566,3,10,2015,1975,1414.0,1992,1,1,2,2,6,1,1,392.0,0,2023,5,Lakeside,SplitLevel,,Poor,357700
10056,9,9,1952,1969,1049.0,4170,1,1,3,1,8,1,1,887.0,400,2021,12,Hillcrest,1.5Story,BuiltIn,Excellent,636600
14023,9,8,2003,1958,1300.0,2688,1,1,1,2,10,1,2,451.0,0,2015,12,Old Town,2Story,Attached,Poor,421400
6471,2,5,1988,1989,1320.0,2217,3,0,2,2,5,1,1,306.0,400,2019,1,Lakeside,SplitLevel,,Poor,420400
